,tconst,title,runtime_minutes,genres,averagerating,numvotes,release_date,studio,domestic_gross,foreign_gross
2633,tt1440728,The American,105.0,"Crime,Drama,Thriller",6.3,86863.0,2010-09-01,Focus,35600000.0,32299999
2634,tt1440732,Bel Ami,102.0,"Drama,History,Romance",5.4,17055.0,2012-06-08,Magn.,120000.0,8199999
2635,tt1441326,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",6.9,45873.0,2011-10-21,FoxS,3000000.0,548000
2661,tt1441951,Quartet,94.0,"Comedy,Drama",6.8,17979.0,2013-01-10,Wein.,18400000.0,41100000
2662,tt1441952,Salmon Fishing in the Yemen,107.0,"Comedy,Drama,Romance",6.8,58864.0,2012-03-09,CBS,9000000.0,25500000
2681,tt1446192,Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,145281.0,2012-11-21,P/DW,103400000.0,203500000
2685,tt1446714,Prometheus,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720.0,2012-06-08,Fox,126500000.0,276900000
2690,tt1448755,Killer Elite,116.0,"Action,Crime,Thriller",6.5,117711.0,2011-09-23,ORF,25100000.0,31300000
2694,tt1449283,Winnie the Pooh,63.0,"Adventure,Animation,Comedy",7.2,19605.0,2011-07-14,BV,26700000.0,23200000
2700,tt1450321,Filth,97.0,"Comedy,Crime,Drama",7.1,93591.0,2014-05-30,Magn.,34400.0,8300000
2709,tt1452628,Vanishing on 7th Street,92.0,"Horror,Mystery,Thriller",4.9,23912.0,2011-02-18,Magn.,22700.0,1000000
2711,tt1453405,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887.0,2013-06-21,BV,268500000.0,475700000
2713,tt1454029,The Help,146.0,Drama,8.1,392699.0,2011-08-10,BV,169700000.0,46900000
2715,tt1454468,Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,2013-10-04,WB,274100000.0,449100000
2736,tt1455256,The Wall,78.0,Documentary,9.2,8.0,2013-06-07,RAtt.,1800000.0,2700000
2747,tt1455811,Khatta Meetha,157.0,"Comedy,Crime,Drama",5.8,8448.0,2010-07-23,Eros,542000.0,499000
2749,tt1456472,We Have a Pope,102.0,"Comedy,Drama",6.7,12273.0,2012-04-06,IFC,548000.0,15600000
2753,tt1456635,Goon,92.0,"Comedy,Drama,Sport",6.8,79786.0,2012-02-24,Magn.,4200000.0,2300000
2754,tt1456661,Legend of the Fist: The Return of Chen Zhen,106.0,"Action,Drama,History",6.3,9202.0,2011-04-22,Vari.,50400.0,26500000
2760,tt1457767,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233.0,2013-07-19,WB (NL),137400000.0,182100000
2761,tt1458175,The Next Three Days,133.0,"Action,Crime,Drama",7.4,168066.0,2010-11-19,LGF,21100000.0,46300000
2764,tt1459012,Love Crime,106.0,"Crime,Drama,Mystery",6.5,4838.0,2010-09-09,IFC,540000.0,3100000
2780,tt1462054,Letters to God,110.0,"Drama,Family",6.3,4443.0,2010-04-09,Viv.,2800000.0,60300
2783,tt1462758,Buried,95.0,"Drama,Mystery,Thriller",7.0,139426.0,2010-09-24,LGF,1000000.0,18100000
2785,tt1462769,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family",6.6,42770.0,2012-08-15,BV,51900000.0,4200000
2786,tt1462900,The Grandmaster,130.0,"Action,Biography,Drama",6.6,28781.0,2013-08-30,Wein.,6600000.0,57500000
2788,tt1464174,"Big Mommas: Like Father, Like Son",107.0,"Action,Comedy,Crime",4.4,23520.0,2011-02-18,Fox,37900000.0,44800000
2792,tt1464540,I Am Number Four,111.0,"Action,Adventure,Sci-Fi",6.1,217762.0,2011-02-18,BV,55100000.0,94800000
2799,tt1465487,Heartbreaker,105.0,"Comedy,Romance",6.8,23995.0,2010-09-10,IFC,504000.0,46900000
2829,tt1469304,Baywatch,116.0,"Action,Comedy,Crime",5.6,137528.0,2017-05-26,Par.,58100000.0,119800000
2832,tt1470023,MacGruber,90.0,"Action,Comedy,Romance",5.5,39782.0,2010-05-21,Uni.,8500000.0,797000
2833,tt1470024,"Tuesday, After Christmas",99.0,"Drama,Romance",7.0,3964.0,2011-05-25,Lorb.,27800.0,36200
2837,tt1470827,Monsters,94.0,"Drama,Sci-Fi,Thriller",6.4,84332.0,2010-10-29,Magn.,237000.0,4000000
2851,tt1472584,Max Steel,92.0,"Action,Adventure,Family",4.6,16788.0,2016-10-14,ORF,3800000.0,2500000
2854,tt1473832,Bridget Jones's Baby,123.0,"Comedy,Drama,Romance",6.5,60260.0,2016-09-16,Uni.,24300000.0,187700000
2865,tt1477834,Aquaman,143.0,"Action,Adventure,Fantasy",7.1,263328.0,2018-12-21,WB,335100000.0,812700000
2868,tt1477855,Hyde Park on Hudson,94.0,"Biography,Comedy,Drama",5.9,10726.0,2012-12-07,Focus,6400000.0,2500000
2869,tt1478338,Bridesmaids,125.0,"Comedy,Romance",6.8,249501.0,2011-05-13,Uni.,169100000.0,119300000
2873,tt1478964,Attack the Block,88.0,"Action,Comedy,Sci-Fi",6.7,93868.0,2011-07-29,SGem,1000000.0,4800000
2879,tt1480656,Cosmopolis,109.0,"Drama,Fantasy",5.0,41897.0,2012-08-17,EOne,764000.0,5300000
2908,tt1483013,Oblivion,124.0,"Action,Adventure,Sci-Fi",7.0,453966.0,2013-04-18,Uni.,89100000.0,197100000
2921,tt1485796,The Greatest Showman,105.0,"Biography,Drama,Musical",7.6,199663.0,2017-12-20,Fox,174300000.0,260700000
2923,tt1486185,Red Riding Hood,100.0,"Fantasy,Horror,Mystery",5.5,102369.0,2011-03-11,WB,37700000.0,51500000
2925,tt1486190,Tamara Drewe,107.0,"Comedy,Drama,Romance",6.2,19362.0,2010-12-30,SPC,560000.0,11400000
2926,tt1486192,The Raven,110.0,"Crime,Mystery,Thriller",6.4,79578.0,2010-04-20,Rela.,16000000.0,13600000
2935,tt1487118,Chalet Girl,97.0,"Comedy,Romance,Sport",6.3,22352.0,2011-02-02,IFC,1700.0,1700000
2936,tt1487931,Khumba,85.0,"Adventure,Animation,Family",5.7,4984.0,2013-12-07,MNE,1000.0,27200000
2940,tt1488555,The Change-Up,112.0,"Comedy,Fantasy",6.3,155374.0,2011-08-05,Uni.,37100000.0,38400000
2945,tt1488602,The Forest,98.0,"Horror,Thriller",3.5,135.0,2011-04-14,Focus,26600000.0,11000000
2957,tt1489889,Central Intelligence,107.0,"Action,Comedy,Crime",6.3,138872.0,2016-06-17,WB (NL),127400000.0,89500000
3012,tt1496005,The Tree,100.0,"Drama,Romance",6.6,4204.0,2011-07-15,Zeit.,71200.0,2100000
3018,tt1496422,The Paperboy,107.0,"Crime,Drama,Mystery",5.8,33940.0,2012-10-05,MNE,693000.0,661000
3038,tt1499201,Anjaana Anjaani,151.0,"Comedy,Drama,Musical",5.8,5533.0,2010-10-01,Eros,855000.0,761000
3040,tt1499658,Horrible Bosses,98.0,"Comedy,Crime",6.9,398695.0,2011-07-08,WB (NL),117500000.0,92100000
3053,tt1502404,Drive Angry,104.0,"Action,Fantasy,Thriller",5.4,90203.0,2011-02-24,Sum.,10700000.0,18200000
3059,tt1502712,Fantastic Four,100.0,"Action,Adventure,Drama",4.3,140148.0,2015-08-07,Fox,56100000.0,111900000
3066,tt1504319,Road to Nowhere,121.0,"Romance,Thriller",5.5,1552.0,2011-06-10,Mont.,40300.0,121000
3067,tt1504320,The King's Speech,118.0,"Biography,Drama,History",8.0,593629.0,2010-09-06,Wein.,135500000.0,275400000
3077,tt1506999,Haywire,93.0,"Action,Drama,Thriller",5.8,78681.0,2011-11-06,Rela.,18900000.0,14400000
3099,tt1508290,Caterpillar,85.0,"Drama,War",6.7,962.0,2010-08-07,Lorb.,4200.0,248000
3101,tt1508675,Le Havre,93.0,"Comedy,Drama",7.2,18490.0,2011-10-21,Jan.,612000.0,9900000
3140,tt1515091,Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,394189.0,2011-12-16,WB,186800000.0,358600000
3180,tt1521197,Anonymous,130.0,"Drama,Thriller",6.9,37932.0,2011-10-28,Sony,4500000.0,10900000
3217,tt1523483,Kaboom,86.0,"Comedy,Mystery,Romance",5.7,11858.0,2010-10-06,IFC,119000.0,421000
3234,tt1524137,Contraband,109.0,"Action,Crime,Drama",6.5,111709.0,2012-01-13,Uni.,66500000.0,29700000
3237,tt1524930,Vacation,99.0,"Adventure,Comedy",6.1,87582.0,2011-04-10,WB (NL),58900000.0,46000000
3252,tt1527186,Melancholia,135.0,"Drama,Sci-Fi",7.2,153434.0,2011-11-11,Magn.,3000000.0,12900000
3256,tt1528071,Horns,120.0,"Crime,Drama,Fantasy",6.5,70040.0,2014-10-03,RTWC,174000.0,3700000
3259,tt1528100,Exodus: Gods and Kings,150.0,"Action,Adventure,Drama",6.0,150858.0,2014-12-12,Fox,65000000.0,203200000
3269,tt1528854,Daddy's Home,96.0,Comedy,6.2,96909.0,2010-01-01,Par.,150400000.0,92400000
3280,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,41.0,Documentary,6.9,364.0,2010-05-14,3D,6100000.0,9900000
3290,tt1530983,Red Hill,95.0,"Thriller,Western",6.4,7874.0,2010-11-05,Strand,21100.0,300000
3299,tt1532503,Beginners,105.0,"Comedy,Drama,Romance",7.2,83770.0,2011-06-17,Focus,5800000.0,8500000
3304,tt1532958,Battle of the Year,110.0,"Drama,Music",5.1,8769.0,2013-09-21,SGem,8900000.0,7700000
3311,tt1533749,Shaolin,131.0,"Action,Drama",6.9,17777.0,2011-09-09,Vari.,66100.0,33600000
3323,tt1535108,Elysium,109.0,"Action,Drama,Sci-Fi",6.6,395572.0,2013-08-09,TriS,93100000.0,193100000
3324,tt1535109,Captain Phillips,134.0,"Biography,Drama,Thriller",7.8,387402.0,2013-10-11,Sony,107100000.0,111700000
3328,tt1535438,Hope Springs,100.0,"Comedy,Drama,Romance",6.3,38667.0,2012-08-07,Sony,63500000.0,50700000
3340,tt1535970,The Ledge,101.0,"Drama,Romance,Thriller",6.5,17757.0,2011-07-08,IFC,9200.0,602000
3342,tt1536044,Paranormal Activity 2,91.0,Horror,5.7,93122.0,2010-10-21,Par.,84800000.0,92800000
3343,tt1536048,W.E.,119.0,"Drama,History,Romance",6.3,11314.0,2012-02-03,Wein.,583000.0,285000
3354,tt1538403,The Mortal Instruments: City of Bones,130.0,"Action,Fantasy,Horror",5.9,121936.0,2013-08-21,SGem,31200000.0,64200000
3362,tt1540011,Blair Witch,89.0,"Horror,Mystery,Thriller",5.0,36867.0,2016-09-16,LGF,20800000.0,24400000
3366,tt1540133,The Guard,96.0,"Comedy,Crime,Thriller",7.3,75183.0,2011-07-29,SPC,5400000.0,14200000
3375,tt1951166,Capital,114.0,Drama,6.5,4736.0,2013-10-25,Cohen,102000.0,2400000
3389,tt1541160,Flypaper,87.0,"Comedy,Crime,Mystery",6.4,30352.0,2011-08-19,IFC,5000.0,3100000
3409,tt1541995,Snow Flower and the Secret Fan,104.0,"Drama,History",6.1,3429.0,2011-07-15,FoxS,1300000.0,10000000
3410,tt1542344,127 Hours,94.0,"Adventure,Biography,Drama",7.6,323949.0,2010-11-05,FoxS,18300000.0,42400000
3415,tt1542852,Carancho,107.0,"Crime,Drama,Romance",6.9,7084.0,2011-02-11,Strand,85500.0,3900000
3442,tt1545759,Point Blank,81.0,"Action,Crime,Drama",6.8,12706.0,2011-07-29,Magn.,708000.0,8500000
3450,tt1547234,Premium Rush,91.0,"Action,Crime,Thriller",6.5,105279.0,2012-08-24,Sony,20300000.0,10800000
3464,tt1549572,Another Earth,92.0,"Drama,Romance,Sci-Fi",7.0,85839.0,2011-07-22,FoxS,1300000.0,456000
3466,tt1549589,Elles,99.0,Drama,5.6,5889.0,2012-04-22,KL,158000.0,754000
3467,tt1549920,The Last Stand,107.0,"Action,Thriller",6.4,126623.0,2013-01-12,LGF,12100000.0,36300000
3508,tt1555064,Country Strong,117.0,"Drama,Music",6.3,16296.0,2010-12-22,SGem,20200000.0,310000
3509,tt1555069,Mary Queen of Scots,119.0,"Biography,Drama,History",5.5,753.0,2018-12-07,Focus,16500000.0,29900000
3512,tt1555149,Elite Squad: The Enemy Within,115.0,"Action,Crime,Drama",8.0,75071.0,2011-01-23,Vari.,100000.0,62900000
3513,tt1555218,Wetlands,111.0,Drama,6.9,483.0,2013-11-18,Strand,59500.0,10500000
3529,tt1556190,Nostalgia for the Light,90.0,Documentary,7.6,4242.0,2011-03-17,Icar.,164000.0,13700
3551,tt1559549,Restrepo,93.0,"Documentary,War",7.5,20691.0,2010-06-25,NGE,1300000.0,105000
3569,tt1560747,The Master,138.0,Drama,7.1,131365.0,2012-09-14,Wein.,16399999.0,11900000
3580,tt1560985,The Devil Inside,83.0,Horror,4.2,33522.0,2012-01-06,Par.,53300000.0,48500000
3592,tt1562859,Golmaal 3,155.0,"Action,Comedy",5.4,6616.0,2010-11-05,Eros,1100000.0,935000
3601,tt1563738,One Day,107.0,"Drama,Romance",7.0,128094.0,2011-08-19,Focus,13800000.0,45500000
3614,tt1564349,Dolphin Tale,113.0,"Drama,Family",6.9,20746.0,2011-09-23,WB,72300000.0,23100000
3618,tt1564585,Skyline,92.0,"Action,Sci-Fi,Thriller",4.4,83710.0,2010-11-12,Uni.,21400000.0,45400000
3647,tt1568338,Man on a Ledge,102.0,"Action,Adventure,Crime",6.6,137507.0,2012-01-27,LG/S,18600000.0,27600000
3650,tt1568346,The Girl with the Dragon Tattoo,158.0,"Crime,Drama,Mystery",7.8,387580.0,2011-12-14,MBox,10100000.0,94300000
3668,tt1568911,War Horse,146.0,"Drama,History,War",7.2,136447.0,2011-12-25,BV,79900000.0,97700000
3669,tt1568921,The Secret World of Arrietty,94.0,"Adventure,Animation,Family",7.6,68266.0,2012-02-17,BV,19200000.0,126400000
3680,tt1570728,"Crazy, Stupid, Love.",118.0,"Comedy,Drama,Romance",7.4,436830.0,2011-07-29,WB,84400000.0,58500000
3694,tt1571222,A Dangerous Method,99.0,"Biography,Drama,Romance",6.4,93259.0,2011-11-23,SPC,5700000.0,21800000
3695,tt1571234,Mortal Engines,128.0,"Action,Adventure,Fantasy",6.1,70193.0,2018-12-14,Uni.,16000000.0,67700000
3709,tt1572315,Texas Chainsaw 3D,92.0,"Horror,Thriller",4.8,41784.0,2013-01-04,LGF,34300000.0,12900000
3710,tt1572491,The Last Circus,107.0,"Comedy,Drama,Horror",6.6,12183.0,2011-08-19,Magn.,40500.0,3200000
3734,tt1578261,Break Ke Baad,118.0,"Comedy,Drama,Romance",5.2,3651.0,2010-11-26,Relbig.,428000.0,389000
3735,tt1578275,The Dilemma,111.0,"Comedy,Drama",5.3,48148.0,2011-01-13,Uni.,48500000.0,21200000
3786,tt1583420,Larry Crowne,98.0,"Comedy,Drama,Romance",6.1,58927.0,2011-06-30,Uni.,35600000.0,36400000
3787,tt1583421,G.I. Joe: Retaliation,110.0,"Action,Adventure,Sci-Fi",5.8,165536.0,2013-03-29,Par.,122500000.0,253200000
3788,tt1583737,Unforgivable,111.0,Drama,5.8,692.0,2011-09-09,Strand,154000.0,1200000
3790,tt1584016,Catfish,87.0,"Documentary,Drama,Mystery",7.1,38656.0,2010-09-17,Rog.,3200000.0,242000
3791,tt1584131,The Last Godfather,100.0,"Comedy,Crime,Romance",3.7,1071.0,2011-04-11,RAtt.,164000.0,16600000
3811,tt1586265,What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance",5.7,65890.0,2012-05-18,LGF,41200000.0,43200000
3814,tt1586752,Machine Gun Preacher,129.0,"Action,Biography,Crime",6.8,60074.0,2011-09-23,Rela.,539000.0,2800000
3817,tt1587310,Maleficent,97.0,"Action,Adventure,Family",7.0,305832.0,2014-05-30,BV,241400000.0,517100000
3823,tt1587707,Exit Through the Gift Shop,87.0,"Comedy,Crime,Documentary",8.0,58721.0,2010-01-24,PDA,3300000.0,2000000
3834,tt1588170,I Saw the Devil,142.0,"Action,Crime,Drama",7.8,94029.0,2011-01-21,Magn.,129000.0,12600000
3835,tt1588173,Warm Bodies,98.0,"Comedy,Horror,Romance",6.9,208709.0,2013-02-01,LG/S,66400000.0,50600000
3836,tt1588334,"Jeff, Who Lives at Home",83.0,"Comedy,Drama",6.5,60070.0,2011-09-13,ParV,4300000.0,148000
3837,tt1588337,Of Gods and Men,122.0,"Drama,History",7.2,13991.0,2011-02-25,SPC,4000000.0,38200000
3838,tt1588353,Bang Bang,102.0,Drama,7.6,45.0,2011-05-03,FIP,2500000.0,39500000
3858,tt1588875,How I Ended This Summer,130.0,Drama,7.0,6105.0,2010-11-11,FM,8700.0,614000
3861,tt1588895,Uncle Boonmee Who Can Recall His Past Lives,114.0,"Drama,Fantasy",6.7,11717.0,2011-03-02,Strand,184000.0,946000
3879,tt1590193,The Commuter,105.0,"Action,Mystery,Thriller",6.3,83114.0,2018-01-12,LGF,36300000.0,83600000
3896,tt1591095,Insidious,103.0,"Horror,Mystery,Thriller",6.9,254197.0,2011-04-01,FD,54000000.0,43000000
3898,tt1591479,Act of Valor,110.0,"Action,Adventure,Drama",6.5,63787.0,2012-02-24,Rela.,70000000.0,11300000
3912,tt1592525,Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,89554.0,2012-04-13,FD,14300000.0,17900000
3935,tt1596343,Fast Five,130.0,"Action,Crime,Thriller",7.3,329892.0,2011-04-28,Uni.,209800000.0,416300000
3936,tt1596345,Pawn Sacrifice,115.0,"Biography,Drama,Sport",7.0,34942.0,2015-09-18,BST,2400000.0,3100000
3937,tt1596346,Soul Surfer,112.0,"Biography,Drama,Family",7.1,41659.0,2011-04-08,TriS,43900000.0,3200000
3938,tt1596350,This Means War,103.0,"Action,Comedy,Romance",6.3,167438.0,2012-02-17,Fox,54800000.0,101700000
3940,tt1596363,The Big Short,130.0,"Biography,Comedy,Drama",7.8,309227.0,2015-12-11,Par.,70300000.0,63200000
3941,tt1596365,The Woman in Black,95.0,"Drama,Fantasy,Horror",6.4,165357.0,2012-02-03,CBS,54300000.0,73400000
3948,tt1596753,Salinger,120.0,Documentary,6.7,2314.0,2013-09-06,Wein.,584000.0,67000
3956,tt1598778,Contagion,106.0,"Action,Drama,Thriller",6.6,201536.0,2011-09-09,WB,75700000.0,59800000
3957,tt1598822,New Year's Eve,113.0,"Comedy,Romance",5.7,76656.0,2011-12-09,WB (NL),54500000.0,87500000
3969,tt1600195,Abduction,106.0,"Action,Mystery,Thriller",5.1,72552.0,2011-09-23,LGF,28100000.0,54000000
3973,tt1600196,The Drop,106.0,"Crime,Drama",7.1,132161.0,2014-09-12,FoxS,10700000.0,7900000
3980,tt1600524,Heartbeats,101.0,"Drama,Romance",7.2,24426.0,2011-02-25,IFC,68700.0,520000
3992,tt1601913,The Grey,117.0,"Action,Adventure,Drama",6.8,228798.0,2012-01-27,ORF,51600000.0,25700000
3994,tt1602098,Albert Nobbs,113.0,"Drama,Romance",6.7,22213.0,2011-12-21,RAtt.,3000000.0,2600000
3995,tt1602472,2 Days in New York,96.0,"Comedy,Drama,Romance",6.0,13318.0,2012-08-10,Magn.,633000.0,1000000
3998,tt1602613,Only God Forgives,90.0,"Crime,Drama",5.7,100318.0,2013-07-19,RTWC,779000.0,9900000
4003,tt1602620,Amour,127.0,"Drama,Romance",7.9,84960.0,2012-12-19,SPC,6700000.0,13100000
4018,tt1605630,American Reunion,113.0,Comedy,6.7,192250.0,2012-04-06,Uni.,57000000.0,178000000
4022,tt1605776,The Visit,90.0,"Comedy,Drama,Romance",8.3,7.0,2015-09-11,Uni.,65200000.0,33200000
4035,tt1606378,A Good Day to Die Hard,98.0,"Action,Thriller",5.3,188383.0,2013-02-14,Fox,67300000.0,237300000
4044,tt1606389,The Vow,104.0,"Drama,Romance",6.8,173629.0,2012-02-10,SGem,125000000.0,71100000
4046,tt1606392,Win Win,106.0,"Comedy,Drama,Sport",7.2,51618.0,2011-03-18,FoxS,10200000.0,652000
4067,tt1608290,Zoolander 2,101.0,Comedy,4.7,59914.0,2016-02-12,Par.,28800000.0,27900000
4092,tt1611224,Abraham Lincoln: Vampire Hunter,105.0,"Action,Fantasy,Horror",5.9,142853.0,2012-06-22,Fox,37500000.0,79000000
4131,tt1613750,Kon-Tiki,118.0,"Adventure,History",7.2,41707.0,2013-04-26,Wein.,1500000.0,21300000
4137,tt1614989,Headhunters,96.0,"Action,Crime,Thriller",7.6,91246.0,2011-12-20,Magn.,1200000.0,14500000
4141,tt1615147,Margin Call,107.0,"Drama,Thriller",7.1,107264.0,2011-10-21,RAtt.,5400000.0,14200000
4143,tt1615160,The Foreigner,113.0,"Action,Thriller",7.0,81288.0,2017-10-13,STX,34400000.0,111000000
4152,tt1615918,Alvin and the Chipmunks: Chipwrecked,87.0,"Adventure,Animation,Comedy",4.4,28158.0,2011-12-16,Fox,133100000.0,209600000
4157,tt1616195,J. Edgar,137.0,"Biography,Crime,Drama",6.6,115925.0,2011-11-09,WB,37300000.0,47600000
4172,tt1617661,Jupiter Ascending,127.0,"Action,Adventure,Sci-Fi",5.3,166327.0,2015-02-27,WB,47400000.0,136600000
4188,tt1618442,The Last Witch Hunter,106.0,"Action,Adventure,Fantasy",6.0,86118.0,2015-10-23,LG/S,27400000.0,119600000
4207,tt1620680,A Wrinkle in Time,109.0,"Adventure,Family,Fantasy",4.2,34888.0,2018-03-09,BV,100500000.0,32200000
4215,tt1621039,Free Birds,91.0,"Adventure,Animation,Comedy",5.9,20934.0,2013-11-01,Rela.,55800000.0,54600000
4216,tt1621045,Think Like a Man,122.0,"Comedy,Romance",6.6,41043.0,2012-04-20,SGem,91500000.0,4500000
4236,tt1622547,30 Minutes or Less,83.0,"Action,Comedy,Crime",6.1,87254.0,2011-08-12,Sony,37100000.0,3500000
4239,tt1622979,Final Destination 5,92.0,Horror,5.9,98061.0,2011-08-12,WB (NL),42600000.0,115300000
4245,tt1623008,The Arbor,94.0,"Biography,Documentary,Drama",7.2,1566.0,2011-04-27,Strand,21600.0,105000
4247,tt1623288,ParaNorman,92.0,"Adventure,Animation,Comedy",7.0,87250.0,2012-08-17,Focus,56000000.0,51100000
4261,tt1625150,North Sea Texas,98.0,"Drama,Romance",7.2,7476.0,2011-12-20,Strand,28300.0,16700
4263,tt1625346,Young Adult,94.0,"Comedy,Drama",6.3,74071.0,2011-12-16,Par.,16300000.0,6600000
4290,tt1628841,Independence Day: Resurgence,120.0,"Action,Adventure,Sci-Fi",5.2,155344.0,2016-06-24,Fox,103100000.0,286500000
4301,tt1629705,Blackthorn,102.0,"Action,Adventure,Western",6.6,8553.0,2011-10-07,Magn.,201000.0,423000
4304,tt1629757,Chasing Mavericks,116.0,"Biography,Drama,Sport",7.2,28994.0,2012-10-26,Fox,6000000.0,600
4317,tt1631867,Edge of Tomorrow,113.0,"Action,Sci-Fi",7.9,546284.0,2014-06-06,WB,100200000.0,270300000
4321,tt1632705,Creed,77.0,Horror,6.6,12.0,2015-11-25,WB (NL),109800000.0,63800000
4327,tt1632708,Friends with Benefits,109.0,"Comedy,Romance",6.6,317338.0,2011-07-21,SGem,55800000.0,93700000
4331,tt1633356,Shark Night 3D,90.0,"Horror,Thriller",4.0,23190.0,2011-09-02,Rela.,18900000.0,21300000
4342,tt1634121,Intruders,100.0,"Fantasy,Horror,Thriller",5.4,19381.0,2012-03-30,MNE,69100.0,2900000
4354,tt1634122,Johnny English Reborn,101.0,"Action,Adventure,Comedy",6.3,110824.0,2011-10-21,Uni.,8300000.0,151800000
4366,tt2361509,The Intern,121.0,"Comedy,Drama",7.1,191494.0,2015-09-25,WB,75800000.0,118800000
4369,tt1636826,Project X,88.0,Comedy,6.7,177782.0,2012-03-02,WB,54700000.0,48000000
4391,tt1637688,In Time,109.0,"Action,Crime,Drama",6.7,346077.0,2011-10-28,Fox,37500000.0,136400000
4393,tt1637725,Ted,106.0,"Comedy,Fantasy",6.9,538367.0,2012-06-29,Uni.,218800000.0,330600000
4394,tt1638002,"Love, Rosie",102.0,"Comedy,Romance",7.2,104983.0,2014-12-06,TFA,20400.0,25600000
4399,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,117.0,Documentary,7.4,2097.0,2010-11-05,Magn.,189000.0,3500
4409,tt1639901,A Screaming Man,92.0,Drama,6.7,1370.0,2010-09-28,FM,9900.0,175000
4419,tt1640484,Jumping the Broom,112.0,"Comedy,Drama",5.7,9089.0,2011-05-06,TriS,37300000.0,415000
4420,tt1640486,Inside Out,93.0,"Crime,Drama",4.6,1566.0,2011-09-27,BV,356500000.0,501100000
4438,tt1640680,Armadillo,105.0,"Documentary,War",7.5,8906.0,2011-04-15,Lorb.,14600.0,2000000
4475,tt1645089,Inside Job,109.0,"Crime,Documentary",8.3,65304.0,2010-10-08,SPC,4300000.0,3600000
4484,tt1645170,The Dictator,83.0,Comedy,6.4,250976.0,2012-05-16,Par.,59700000.0,119700000
4509,tt1646971,How to Train Your Dragon 2,102.0,"Action,Adventure,Animation",7.8,278205.0,2014-06-13,Fox,177000000.0,444500000
4511,tt1646974,The Names of Love,100.0,"Comedy,Drama,Romance",7.2,7127.0,2011-06-24,MBox,514000.0,4099999
4512,tt1646980,The Double,98.0,"Action,Crime,Drama",5.9,26994.0,2011-10-28,Imag.,138000.0,3600000
4519,tt1646987,Wrath of the Titans,99.0,"Action,Adventure,Fantasy",5.7,172330.0,2012-03-29,WB,83700000.0,221600000
4524,tt1647668,Million Dollar Arm,124.0,"Biography,Drama,Sport",7.0,41008.0,2014-05-16,BV,36500000.0,2800000
4537,tt1648179,Here Comes the Boom,105.0,"Action,Comedy,Sport",6.4,81761.0,2012-10-12,Sony,45300000.0,27800000
4538,tt1648190,The Dark Tower,95.0,"Action,Adventure,Fantasy",5.7,107518.0,2017-08-04,Sony,50700000.0,62500000
4553,tt1649419,The Impossible,114.0,"Drama,History,Thriller",7.6,177762.0,2012-12-04,LG/S,19000000.0,161300000
4554,tt1649433,Vidal Sassoon: The Movie,90.0,Documentary,6.5,223.0,2010-04-23,P4,86000.0,38600
4570,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,99.0,"Comedy,Family",6.6,23135.0,2011-03-25,Fox,52700000.0,19700000
4574,tt1650062,Super 8,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575.0,2011-06-09,Par.,127000000.0,133100000
4578,tt1650453,I Wish,128.0,Drama,7.4,5267.0,2012-05-11,Magn.,146000.0,1400000
4585,tt1650554,Kick-Ass 2,103.0,"Action,Comedy,Crime",6.6,238832.0,2013-08-16,Uni.,28800000.0,32000000
4605,tt1653911,Mozart's Sister,120.0,"Biography,Drama,Music",6.4,1392.0,2011-08-19,MBox,708000.0,132000
4612,tt1655416,Mental,116.0,"Comedy,Drama",6.2,4670.0,2013-03-29,Da.,17700.0,3600000
4613,tt1655420,My Week with Marilyn,99.0,"Biography,Drama",7.0,79337.0,2011-11-23,Wein.,14600000.0,20500000
4615,tt1655441,The Age of Adaline,112.0,"Drama,Fantasy,Romance",7.2,138924.0,2015-04-24,LGF,42600000.0,23000000
4616,tt1655442,The Artist,100.0,"Comedy,Drama,Romance",7.9,217184.0,2011-10-14,Wein.,44700000.0,88800000
4642,tt1657507,Colombiana,108.0,"Action,Drama,Thriller",6.4,87659.0,2011-08-26,TriS,36700000.0,24300000
4667,tt1659337,The Perks of Being a Wallflower,103.0,Drama,8.0,422671.0,2012-09-21,LG/S,17700000.0,15600000
4671,tt1659343,Universal Soldier: Day of Reckoning,114.0,"Action,Horror,Mystery",5.1,18206.0,2012-11-30,Magn.,5500.0,364000
4680,tt1661382,Grudge Match,113.0,"Comedy,Drama,Sport",6.4,54080.0,2013-12-25,WB,29800000.0,15100000
4681,tt1661420,Polisse,127.0,"Crime,Drama",7.3,12506.0,2011-11-11,IFC,211000.0,20200000
