,tconst,title,runtime_minutes,genres,averagerating,numvotes,release_date,studio,domestic_gross,foreign_gross
11957,tt2918436,The Lazarus Effect,83.0,"Horror,Mystery,Sci-Fi",5.2,37675.0,2010-02-09,Rela.,25800000.0,12600000
11964,tt2920540,"20,000 Days on Earth",97.0,"Documentary,Drama,Music",7.5,10155.0,2014-08-21,Drft.,280000.0,1800000
12009,tt2935476,Far from the Madding Crowd,119.0,"Drama,Romance",7.1,41099.0,2015-05-01,FoxS,12200000.0,18000000
12023,tt2937898,A Most Violent Year,125.0,"Crime,Drama,Thriller",7.0,60165.0,2014-12-31,A24,5700000.0,6300000
12027,tt2938956,The Transporter Refueled,96.0,"Action,Adventure,Crime",5.2,36201.0,2015-09-04,EC,16000000.0,56600000
12050,tt2948356,Zootopia,108.0,"Adventure,Animation,Comedy",8.0,383446.0,2016-03-04,BV,341300000.0,682500000
12108,tt2967006,The Trip to Italy,108.0,"Comedy,Drama",6.6,13668.0,2014-08-15,IFC,2900000.0,3000000
12110,tt2967224,Hot Pursuit,87.0,"Action,Comedy,Crime",5.1,44723.0,2015-05-08,WB (NL),34600000.0,17100000
12129,tt2974918,Alvin and the Chipmunks: The Road Chip,92.0,"Adventure,Animation,Comedy",5.1,14507.0,2015-12-18,Fox,85900000.0,148900000
12130,tt2975578,The Purge: Anarchy,103.0,"Action,Horror,Sci-Fi",6.5,126203.0,2014-07-18,Uni.,72000000.0,40000000
12131,tt2975590,Batman v Superman: Dawn of Justice,151.0,"Action,Adventure,Fantasy",6.5,576909.0,2016-03-25,WB,330400000.0,543300000
12139,tt2978462,Dolphin Tale 2,107.0,"Drama,Family",6.4,7579.0,2014-09-12,WB,42000000.0,15800000
12147,tt2980516,The Theory of Everything,123.0,"Biography,Drama,Romance",7.7,361534.0,2014-11-26,Focus,35900000.0,87800000
12150,tt2980648,The Hundred-Foot Journey,122.0,"Comedy,Drama",7.3,69562.0,2014-08-08,BV,54200000.0,34600000
12152,tt2980706,Planes: Fire & Rescue,83.0,"Adventure,Animation,Comedy",6.0,15273.0,2014-07-18,BV,59200000.0,92200000
12169,tt3741834,Lion,118.0,"Biography,Drama",8.1,181601.0,2016-11-25,Wein.,51700000.0,88600000
12184,tt2992146,Young Detective Dee: Rise of the Sea Dragon,134.0,"Action,Adventure,Drama",6.5,3944.0,2013-09-27,WAMCR,87800.0,72200000
12185,tt2992152,Personal Tailor,118.0,"Comedy,Drama",5.2,1008.0,2013-12-20,CL,376000.0,115800000
12222,tt3007512,The Water Diviner,111.0,"Drama,History,War",7.1,66595.0,2015-04-24,WB,4200000.0,34000000
12224,tt3008014,The Face Reader,140.0,"Drama,History",6.9,1754.0,2013-10-04,PM&E,516000.0,54100000
12228,tt3011894,Wild Tales,122.0,"Comedy,Drama,Thriller",8.1,151123.0,2014-11-20,SPC,3100000.0,23900000
12312,tt3043630,Tiny Times,116.0,"Drama,Romance",3.0,2028.0,2013-07-26,CL,23500.0,77700000
12314,tt3045616,Mortdecai,107.0,"Action,Comedy,Crime",5.5,61366.0,2015-01-23,LGF,7700000.0,39600000
12349,tt3065132,He Named Me Malala,88.0,Documentary,6.9,4167.0,2015-10-02,FoxS,2700000.0,97100
12350,tt3065204,The Conjuring 2,134.0,"Drama,Horror,Mystery",7.4,194543.0,2016-06-10,WB (NL),102500000.0,217900000
12359,tt3072482,Hardcore Henry,96.0,"Action,Adventure,Sci-Fi",6.7,78226.0,2016-04-06,STX,9300000.0,7600000
12376,tt3077214,Suffragette,106.0,"Biography,Drama,History",6.9,34306.0,2015-10-23,Focus,4700000.0,11300000
12416,tt3095734,Monster Trucks,104.0,"Action,Adventure,Comedy",5.7,13525.0,2017-01-13,Par.,33400000.0,31100000
12457,tt3104988,Crazy Rich Asians,120.0,"Comedy,Romance",7.0,96617.0,2018-08-15,WB,174500000.0,64000000
12471,tt3110958,Now You See Me 2,129.0,"Action,Adventure,Comedy",6.5,216219.0,2016-06-10,LG/S,65099999.0,269800000
12472,tt3110960,Jimmy's Hall,109.0,"Biography,Drama,History",6.7,5241.0,2014-05-30,SPC,561000.0,2600000
12474,tt3111618,Equals,116.0,Drama,7.1,29.0,2015-07-15,A24,33300.0,2100000
12529,tt3127022,The Bookshop,113.0,Drama,6.5,8018.0,2018-08-24,Greenwich,1600000.0,9900000
12586,tt3142688,Finding Fanny,102.0,"Adventure,Comedy,Drama",5.8,5841.0,2014-09-12,FIP,616000.0,7100000
12592,tt3147312,Desierto,88.0,"Drama,Thriller",6.0,8235.0,2016-10-14,STX,2000000.0,1000000
12622,tt3152624,Trainwreck,125.0,"Comedy,Drama,Romance",6.2,121860.0,2015-07-17,Uni.,110200000.0,30600000
12662,tt3165612,Sleeping with Other People,101.0,"Comedy,Drama,Romance",6.5,36105.0,2015-09-11,IFC,819000.0,2400000
12667,tt3168230,Mr. Holmes,104.0,"Drama,Mystery",6.9,57976.0,2015-07-17,RAtt.,17700000.0,11600000
12677,tt3170832,Room,118.0,"Drama,Thriller",8.2,316791.0,2015-10-16,A24,14700000.0,20700000
12703,tt3179568,"Men, Women & Children",119.0,"Comedy,Drama",6.7,28110.0,2014-10-17,Par.,706000.0,1500000
12710,tt3181822,The Boy Next Door,91.0,"Horror,Thriller",4.7,34816.0,2008-11-14,Uni.,35400000.0,17000000
12769,tt3203890,Pulling Strings,111.0,"Comedy,Romance",6.0,1644.0,2013-10-05,LGF,5800000.0,2000000
12812,tt3216348,Incarnate,91.0,"Horror,Thriller",5.3,10217.0,2016-12-02,BH Tilt,4800000.0,1500000
12878,tt3244466,Love Thy Nature,76.0,Documentary,6.9,112.0,2014-11-01,ITL,41100.0,11800
12939,tt3262342,Loving Vincent,94.0,"Animation,Biography,Crime",7.8,39737.0,2017-09-22,Good Deed,6700000.0,35500000
12955,tt3263904,Sully,96.0,"Biography,Drama",7.5,202718.0,2016-09-09,WB,125100000.0,115700000
13026,tt3289724,Welcome to Marwen,116.0,"Biography,Comedy,Drama",6.1,8920.0,2018-12-21,Uni.,10800000.0,2100000
13028,tt3289956,The Autopsy of Jane Doe,86.0,"Horror,Mystery,Thriller",6.8,76339.0,2016-12-21,IFC,10500.0,6000000
13063,tt3300542,London Has Fallen,99.0,"Action,Thriller",5.9,124757.0,2016-03-04,Focus,62500000.0,143200000
13112,tt3316948,American Ultra,96.0,"Action,Comedy,Sci-Fi",6.1,76769.0,2015-08-21,LGF,14400000.0,12700000
13113,tt3316960,Still Alice,101.0,Drama,7.5,116832.0,2014-12-05,SPC,18800000.0,25100000
13138,tt3319730,The Mercy,112.0,"Adventure,Biography,Drama",6.0,5457.0,2018-11-30,Scre.,29500.0,4200000
13141,tt3319920,Regression,106.0,"Crime,Horror,Mystery",5.7,33335.0,2016-02-05,W/Dim.,55000.0,17600000
13149,tt3322940,Annabelle,99.0,"Horror,Mystery,Thriller",5.4,122039.0,2014-10-03,WB (NL),84300000.0,172800000
13194,tt3332064,Pan,111.0,"Adventure,Comedy,Family",5.8,55867.0,2015-10-09,WB,35100000.0,93300000
13241,tt3348730,Jigsaw,92.0,"Crime,Horror,Mystery",5.8,57184.0,2017-10-27,LGF,38100000.0,64900000
13284,tt3371366,Transformers: The Last Knight,154.0,"Action,Adventure,Sci-Fi",5.2,119007.0,2017-06-21,Par.,130199999.0,475300000
13327,tt3385516,X-Men: Apocalypse,144.0,"Action,Adventure,Sci-Fi",7.0,356556.0,2016-05-27,Fox,155400000.0,388500000
13329,tt3387266,A United Kingdom,111.0,"Biography,Drama,Romance",6.8,12231.0,2017-02-10,FoxS,3900000.0,9900000
13349,tt3393786,Jack Reacher: Never Go Back,118.0,"Action,Thriller",6.1,121892.0,2016-10-21,Par.,58700000.0,103400000
13365,tt3397884,Sicario,121.0,"Action,Crime,Drama",7.6,328548.0,2015-09-18,LGF,46900000.0,38000000
13385,tt3401882,Fist Fight,91.0,Comedy,5.6,35136.0,2017-02-17,WB (NL),32200000.0,8900000
13413,tt3411444,Ferdinand,108.0,"Adventure,Animation,Comedy",6.7,40229.0,2017-12-15,Fox,84400000.0,211700000
13419,tt3416532,A Monster Calls,108.0,"Animation,Drama,Fantasy",7.5,70416.0,2016-12-23,Focus,3700000.0,43600000
13424,tt3416742,What We Do in the Shadows,86.0,"Comedy,Horror",7.7,126299.0,2015-02-13,U/P,3500000.0,2800000
13427,tt3416828,Ice Age: Collision Course,94.0,"Adventure,Animation,Comedy",5.7,48932.0,2016-07-22,Fox,64099999.0,344500000
13462,tt4871980,The Perfect Match,96.0,"Comedy,Romance",4.9,3052.0,2016-03-11,LGF,9700000.0,745000
13477,tt3450650,Paul Blart: Mall Cop 2,94.0,"Action,Comedy,Crime",4.4,30828.0,2015-04-17,Sony,71000000.0,36600000
13480,tt3450958,War for the Planet of the Apes,140.0,"Action,Adventure,Drama",7.5,201943.0,2017-07-14,Fox,146900000.0,343800000
13514,tt3460252,The Hateful Eight,168.0,"Crime,Drama,Mystery",7.8,434966.0,2015-12-25,Wein.,54100000.0,101600000
13550,tt3469046,Despicable Me 3,89.0,"Adventure,Animation,Comedy",6.3,92580.0,2017-06-30,Uni.,264600000.0,770200000
13555,tt3470600,Sing,108.0,"Animation,Comedy,Family",7.1,115951.0,2016-12-21,Uni.,270400000.0,363800000
13582,tt3480796,Vice,96.0,"Action,Adventure,Sci-Fi",4.2,14436.0,2015-01-16,Annapurna,47800000.0,28200000
13590,tt3483612,Hamari Adhuri Kahani,129.0,"Drama,Romance",6.7,4643.0,2015-06-12,FIP,235000.0,4200000
13601,tt3486626,The Nut Job 2: Nutty by Nature,91.0,"Adventure,Animation,Comedy",5.5,4820.0,2017-08-11,ORF,28400000.0,36800000
13618,tt3498820,Captain America: Civil War,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,2016-05-06,BV,408100000.0,745200000
13633,tt3501632,Thor: Ragnarok,130.0,"Action,Adventure,Comedy",7.9,482995.0,2017-11-03,BV,315100000.0,538900000
13692,tt3521126,The Disaster Artist,104.0,"Biography,Comedy,Drama",7.4,111737.0,2017-12-01,A24,21100000.0,8700000
13696,tt3521164,Moana,107.0,"Adventure,Animation,Comedy",7.6,224253.0,2015-11-13,BV,248800000.0,394600000
13706,tt3522806,Mechanic: Resurrection,98.0,"Action,Adventure,Thriller",5.7,67275.0,2016-08-26,LG/S,21200000.0,104500000
13732,tt3530002,The Night Before,101.0,"Adventure,Comedy,Fantasy",6.4,58455.0,2015-11-20,Sony,43000000.0,9300000
13747,tt3532216,American Made,115.0,"Action,Biography,Comedy",7.2,131043.0,2017-09-29,Uni.,51300000.0,83500000
13762,tt3544112,Sing Street,106.0,"Comedy,Drama,Music",8.0,74651.0,2016-04-15,Wein.,3200000.0,10400000
13790,tt3553976,Captain Fantastic,118.0,"Comedy,Drama",7.9,159329.0,2016-07-08,BST,5900000.0,16900000
13820,tt3564472,Girls Trip,122.0,"Comedy,Drama",6.2,29321.0,2017-07-21,Uni.,115200000.0,25400000
13826,tt3566920,The Other Side of the Door,90.0,Drama,3.8,5.0,2016-03-11,Fox,3000000.0,11300000
13854,tt3576728,Bilal: A New Breed of Hero,105.0,"Action,Adventure,Animation",8.0,16854.0,2018-02-02,VE,491000.0,1700000
13856,tt3577624,A Perfect Day,106.0,"Comedy,Drama,War",6.8,18190.0,2016-01-15,IFC,14000.0,1700000
13938,tt3606752,Cars 3,102.0,"Adventure,Animation,Comedy",6.8,59408.0,2017-06-16,BV,152900000.0,231000000
13939,tt3606756,Incredibles 2,118.0,"Action,Adventure,Animation",7.7,203510.0,2018-06-15,BV,608600000.0,634200000
13963,tt3614530,Jem and the Holograms,118.0,"Adventure,Drama,Family",4.1,6683.0,2015-10-23,Uni.,2200000.0,149000
13979,tt3622592,Paper Towns,109.0,"Comedy,Drama,Mystery",6.3,87742.0,2015-07-24,Fox,32000000.0,53500000
13981,tt3623726,Ricki and the Flash,101.0,"Comedy,Drama,Music",5.9,20932.0,2015-08-07,TriS,26800000.0,14500000
13995,tt3628584,Barbershop: The Next Cut,111.0,"Comedy,Drama",5.9,13306.0,2016-04-15,WB (NL),54000000.0,1000000
14017,tt3640424,Allied,124.0,"Action,Drama,Romance",7.1,125741.0,2016-11-23,Par.,40100000.0,79400000
14059,tt3659388,The Martian,144.0,"Adventure,Drama,Sci-Fi",8.0,680116.0,2015-10-02,Fox,228400000.0,401700000
14070,tt3660770,Monkey Kingdom,81.0,Documentary,7.3,3400.0,2015-04-17,BV,16399999.0,711000
14085,tt3666024,The Red Turtle,80.0,"Animation,Fantasy",7.5,25061.0,2017-01-20,SPC,922000.0,5700000
14100,tt3672840,Dragon Blade,127.0,"Action,Adventure,Drama",6.0,16672.0,2015-09-04,LGP,74100.0,121500000
14114,tt3682448,Bridge of Spies,142.0,"Drama,History,Thriller",7.6,263004.0,2015-10-16,BV,72300000.0,93200000
14153,tt3691740,The BFG,117.0,"Adventure,Family,Fantasy",6.4,69340.0,2016-07-01,BV,55500000.0,127900000
14208,tt3707106,By the Sea,122.0,"Drama,Romance",5.3,16206.0,2015-11-13,Uni.,538000.0,2800000
14210,tt3707114,Janis: Little Girl Blue,103.0,"Biography,Documentary,Music",7.4,4485.0,2015-11-27,FR,410000.0,1200000
14226,tt3713166,Unfriended,83.0,"Horror,Mystery,Thriller",5.6,62043.0,2015-04-17,Uni.,32500000.0,31600000
14231,tt3715320,Irrational Man,95.0,"Comedy,Drama",6.6,50303.0,2015-07-17,SPC,4000000.0,23400000
14241,tt3717252,Underworld: Blood Wars,91.0,"Action,Adventure,Fantasy",5.8,62942.0,2017-01-06,SGem,30400000.0,50700000
14258,tt3721936,American Honey,163.0,"Adventure,Drama,Romance",7.0,31663.0,2016-09-30,A24,663000.0,1200000
14261,tt3721964,Gringo,111.0,"Action,Comedy,Crime",6.1,21279.0,2018-03-09,STX,5000000.0,6000000
14265,tt3722070,The Lady in the Van,104.0,"Biography,Comedy,Drama",6.7,23105.0,2015-12-04,SPC,10000000.0,31400000
14284,tt4023894,Gifted,103.0,"Crime,Drama,Thriller",5.6,107.0,2017-04-12,FoxS,24800000.0,18200000
14291,tt3731562,Kong: Skull Island,118.0,"Action,Adventure,Fantasy",6.6,237720.0,2017-03-10,WB,168100000.0,398600000
14337,tt3748528,Rogue One: A Star Wars Story,133.0,"Action,Adventure,Sci-Fi",7.8,478592.0,2016-12-16,BV,532200000.0,523900000
14342,tt3750872,The Wife,99.0,Drama,7.2,24955.0,2018-08-17,SPC,9600000.0,8600000
14373,tt3760922,My Big Fat Greek Wedding 2,94.0,"Comedy,Romance",6.0,25933.0,2016-03-25,Uni.,59700000.0,29200000
14386,tt3766354,The Equalizer 2,121.0,"Action,Crime,Thriller",6.7,97963.0,2018-07-20,Sony,102100000.0,88300000
14406,tt3774114,Snowden,134.0,"Biography,Drama,Thriller",7.3,119149.0,2016-09-16,ORF,21600000.0,15700000
14420,tt3778644,Solo: A Star Wars Story,135.0,"Action,Adventure,Fantasy",7.0,226243.0,2018-05-25,BV,213800000.0,179200000
14428,tt3781476,Monster Hunt,117.0,"Action,Adventure,Comedy",6.1,4158.0,2015-07-26,FR,32800.0,385300000
14434,tt3783958,La La Land,128.0,"Comedy,Drama,Music",8.0,436070.0,2016-12-09,LG/S,151100000.0,295000000
14442,tt3787590,We Are Your Friends,96.0,"Drama,Music,Romance",6.2,32327.0,2015-08-28,WB,3600000.0,7500000
14465,tt3799694,The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337.0,2016-05-20,WB,36300000.0,26500000
14506,tt3819668,Dragon Ball Z: Resurrection 'F',93.0,"Action,Adventure,Animation",7.3,18286.0,2015-08-04,FUN,8000000.0,53800000
14593,tt3848938,Mr. X,133.0,"Action,Crime,Sci-Fi",3.8,1515.0,2014-01-20,FIP,45000.0,5000000
14597,tt3850214,Dope,103.0,"Comedy,Crime,Drama",7.2,76557.0,2015-06-19,ORF,17500000.0,480000
14603,tt3850590,Krampus,98.0,"Comedy,Fantasy,Horror",6.2,55400.0,2015-12-04,Uni.,42700000.0,18800000
14623,tt3862750,The Perfect Guy,100.0,"Crime,Drama,Horror",5.6,8998.0,2015-09-11,SGem,57000000.0,3200000
14645,tt3874544,The Boss Baby,97.0,"Adventure,Animation,Comedy",6.3,93730.0,2017-03-31,Fox,175000000.0,353000000
14652,tt3877674,Men & Chicken,104.0,"Comedy,Drama,Mystery",6.7,9172.0,2015-10-09,Drft.,30200.0,4600000
14659,tt3881784,Stronger,119.0,"Biography,Drama",7.0,33464.0,2017-09-22,RAtt.,4200000.0,4200000
14675,tt3890160,Baby Driver,113.0,"Action,Crime,Drama",7.6,363977.0,2017-06-28,TriS,107800000.0,119100000
14698,tt3896198,Guardians of the Galaxy Vol. 2,136.0,"Action,Adventure,Comedy",7.7,482917.0,2017-05-05,BV,389800000.0,473900000
14772,tt3922818,The Space Between Us,120.0,"Adventure,Drama,Romance",6.4,41031.0,2017-02-03,STX,7900000.0,6900000
14786,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,112.0,"Action,Adventure,Comedy",6.0,77234.0,2016-06-03,Par.,82100000.0,163600000
14812,tt3958034,Don't Breathe,86.0,Documentary,6.6,43.0,2016-08-26,SGem,89200000.0,67900000
14930,tt4030600,The Bye Bye Man,96.0,"Drama,Fantasy,Horror",4.3,17743.0,2017-01-13,STX,22400000.0,4300000
14933,tt4034228,Manchester by the Sea,137.0,Drama,7.8,214557.0,2016-11-18,RAtt.,47700000.0,31300000
14952,tt4044364,Citizenfour,114.0,"Biography,Documentary,Thriller",8.1,47994.0,2014-10-24,RTWC,2800000.0,202000
14960,tt4046784,Maze Runner: The Scorch Trials,131.0,"Action,Sci-Fi,Thriller",6.3,201143.0,2015-09-18,Fox,81700000.0,230600000
14974,tt4052882,The Shallows,86.0,"Drama,Horror,Thriller",6.3,106927.0,2016-06-24,Sony,55100000.0,64000000
14981,tt4056738,Do You Believe?,120.0,Drama,6.1,6462.0,2015-03-20,PFR,13000000.0,1400000
15028,tt4073790,The Darkest Minds,104.0,"Action,Adventure,Drama",5.7,21340.0,2018-08-03,Fox,12700000.0,28400000
15080,tt4094724,The Purge: Election Year,108.0,"Action,Horror,Sci-Fi",6.0,80254.0,2016-07-01,Uni.,79200000.0,39400000
15083,tt4096620,Troublemakers: The Story of Land Art,72.0,"Biography,Documentary,History",6.5,108.0,2015-10-01,FRun,29500.0,9100
15121,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,134.0,"Adventure,Family,Fantasy",6.6,163151.0,2018-11-16,WB,159600000.0,494100000
15128,tt4126304,Cartel Land,100.0,Documentary,7.4,16653.0,2015-07-03,Orch.,704000.0,422000
15145,tt4131800,My Little Pony: The Movie,99.0,"Adventure,Animation,Comedy",6.1,5133.0,1986-06-06,LGF,21900000.0,38400000
15155,tt4136084,Florence Foster Jenkins,111.0,"Biography,Comedy,Drama",6.8,44970.0,2016-08-12,Par.,27400000.0,21500000
15196,tt4154756,Avengers: Infinity War,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,2018-04-27,BV,678800000.0,"1,369.5"
15202,tt4158624,3 Generations,92.0,Drama,5.8,4991.0,2017-05-05,Wein.,156000.0,375000
15267,tt4191054,Strange Magic,99.0,"Adventure,Animation,Comedy",5.8,9292.0,2015-01-23,BV,12400000.0,1200000
15272,tt4193394,Indignation,110.0,"Drama,Romance",6.8,10557.0,2016-07-29,RAtt.,3400000.0,523000
15277,tt4196776,Jason Bourne,123.0,"Action,Thriller",6.6,190596.0,2016-07-29,Uni.,162400000.0,253100000
15292,tt4209788,Molly's Game,140.0,"Biography,Crime,Drama",7.5,104786.0,2017-12-25,STX,28800000.0,30500000
15362,tt4242158,Lost in Hong Kong,114.0,"Action,Adventure,Comedy",5.4,1281.0,2015-09-25,WGUSA,1300000.0,255000000
15377,tt4257926,Miracles from Heaven,109.0,"Biography,Drama,Family",7.1,17734.0,2016-03-18,TriS,61700000.0,12200000
15380,tt4258698,Southside with You,84.0,"Biography,Drama,History",6.3,7282.0,2016-08-26,RAtt.,6300000.0,208000
15384,tt4262980,Shin Godzilla,120.0,"Action,Adventure,Drama",6.7,18051.0,2016-10-11,FUN,1900000.0,76000000
15385,tt4263482,The Witch,92.0,"Horror,Mystery",6.8,154278.0,2016-02-19,A24,25100000.0,15300000
15482,tt4302938,Kubo and the Two Strings,101.0,"Action,Adventure,Animation",7.8,105578.0,2016-08-19,Focus,48000000.0,21900000
15507,tt4326444,Julieta,99.0,"Drama,Mystery,Romance",7.1,24556.0,2016-12-21,SPC,1500000.0,21000000
15548,tt4341582,Queen of Katwe,124.0,"Biography,Drama,Sport",7.4,13039.0,2016-09-23,BV,8900000.0,1500000
15565,tt4361050,Ouija: Origin of Evil,99.0,"Drama,Horror,Mystery",6.1,47099.0,2016-10-21,Uni.,35100000.0,46600000
15634,tt4411596,My Cousin Rachel,106.0,"Drama,Mystery,Romance",6.0,15473.0,2017-06-09,FoxS,2700000.0,6500000
15687,tt4438848,Neighbors 2: Sorority Rising,92.0,Comedy,5.7,102793.0,2016-05-20,Uni.,55500000.0,52600000
15732,tt4465564,Fifty Shades Darker,118.0,"Drama,Romance",4.6,81706.0,2017-02-10,Uni.,114600000.0,267000000
15735,tt4468740,Paddington 2,103.0,"Adventure,Comedy,Family",7.9,46481.0,2018-01-12,WB,40900000.0,186400000
15741,tt4477536,Fifty Shades Freed,105.0,"Drama,Romance,Thriller",4.5,43893.0,2018-02-09,Uni.,100400000.0,271500000
15777,tt4501244,Why Him?,111.0,Comedy,6.2,89628.0,2016-12-23,Fox,60300000.0,57800000
15839,tt4530422,Overlord,110.0,"Action,Adventure,Horror",6.7,56108.0,2018-11-09,Par.,21700000.0,20000000
15853,tt4537896,White Boy Rick,111.0,"Crime,Drama",6.4,16255.0,2018-09-14,Studio 8,24000000.0,1900000
15857,tt4540710,Miss Sloane,132.0,"Drama,Thriller",7.5,52788.0,2016-11-25,EC,3500000.0,5600000
15869,tt4550098,Nocturnal Animals,116.0,"Drama,Thriller",7.5,205240.0,2016-11-18,Focus,10700000.0,19600000
15878,tt4555426,Darkest Hour,125.0,"Biography,Drama,History",7.4,136546.0,2017-11-22,Focus,56500000.0,94400000
15886,tt4559006,Ae Dil Hai Mushkil,158.0,"Drama,Music,Musical",5.8,18481.0,2016-10-28,FIP,4300000.0,24100000
15888,tt4560436,Mile 22,94.0,"Action,Adventure,Thriller",6.1,47862.0,2018-08-17,STX,36100000.0,30200000
15905,tt4572514,Patriots Day,133.0,"Action,Crime,Drama",7.4,76204.0,2016-12-21,LGF,31900000.0,18700000
15939,tt4587656,The Star,86.0,"Adventure,Animation,Comedy",6.1,5159.0,2017-11-17,Sony,40900000.0,22000000
15953,tt4602066,The Catcher Was a Spy,98.0,"Biography,Drama,War",6.2,4653.0,2018-06-22,IFC,725000.0,229000
15982,tt4624424,Storks,87.0,"Adventure,Animation,Comedy",6.8,50448.0,2016-09-23,WB,72700000.0,110700000
15993,tt4629266,Born in China,79.0,Documentary,7.2,3028.0,2017-04-21,BV,13900000.0,11200000
15996,tt4630562,The Fate of the Furious,136.0,"Action,Crime,Thriller",6.7,179774.0,2017-04-14,Uni.,226000000.0,"1,010.0"
16023,tt4649416,Almost Christmas,111.0,"Comedy,Drama",6.1,5212.0,2016-11-11,Uni.,42200000.0,422000
16024,tt4649466,Kingsman: The Golden Circle,141.0,"Action,Adventure,Comedy",6.8,230797.0,2017-09-22,Fox,100200000.0,310700000
16028,tt4651520,Bad Moms,100.0,Comedy,6.2,100952.0,2016-07-29,STX,113300000.0,70700000
16034,tt4653272,Buena Vista Social Club: Adios,110.0,Documentary,6.9,261.0,2017-05-26,BG,123000.0,578000
16053,tt4663548,All Saints,108.0,Drama,6.0,1220.0,2017-08-25,Affirm,5800000.0,140000
16057,tt4667094,Fifty Shades of Black,92.0,Comedy,3.5,17189.0,2016-01-29,ORF,11700000.0,10500000
16062,tt4669264,Beirut,109.0,"Drama,Thriller",6.4,14988.0,2018-04-11,BST,5000000.0,2500000
16065,tt4669788,On the Basis of Sex,120.0,"Biography,Drama",6.9,12083.0,2018-12-25,Focus,24600000.0,13600000
16087,tt4682786,Collateral Beauty,97.0,"Drama,Romance",6.8,78764.0,2016-12-16,WB (NL),31000000.0,57500000
16102,tt4686844,The Death of Stalin,107.0,"Comedy,Drama,History",7.2,63156.0,2018-03-09,IFC,8000000.0,16600000
16110,tt4687848,Railroad Tigers,124.0,"Action,Comedy,War",5.9,3208.0,2017-01-06,WGUSA,218000.0,102000000
16136,tt4701182,Bumblebee,114.0,"Action,Adventure,Sci-Fi",6.9,94155.0,2018-12-21,Par.,127200000.0,340800000
16138,tt4701702,Mr. Six,134.0,"Action,Drama",7.1,2838.0,2015-12-18,CL,1400000.0,137800000
16139,tt4701724,Early Man,89.0,"Adventure,Animation,Comedy",6.1,15882.0,2018-02-16,LGF,8300000.0,46400000
16185,tt4731136,A Cure for Wellness,146.0,"Drama,Fantasy,Horror",6.4,70941.0,2017-02-17,Fox,8100000.0,18500000
16205,tt4761916,Unfriended: Dark Web,92.0,"Crime,Horror,Mystery",5.9,13822.0,2018-07-20,BH Tilt,8900000.0,6300000
16211,tt4765284,Pitch Perfect 3,93.0,"Comedy,Music",5.8,45127.0,2017-12-22,Uni.,104900000.0,80500000
16230,tt4779682,The Meg,113.0,"Action,Horror,Sci-Fi",5.7,114042.0,2018-08-10,WB,145400000.0,384800000
16267,tt4799050,Rough Night,101.0,"Comedy,Crime,Thriller",5.2,39447.0,2017-06-16,Sony,22100000.0,25200000
16269,tt4799066,Midnight Sun,91.0,"Drama,Romance",6.6,16220.0,2014-09-01,Global Road,9600000.0,17800000
16294,tt4819576,L.O.R.D: Legend of Ravaging Dynasties,118.0,"Animation,Fantasy",4.9,811.0,2016-09-30,AR,350000.0,57700000
16303,tt4824308,God's Not Dead 2,120.0,Drama,4.4,10311.0,2016-04-01,PFR,20800000.0,3700000
16331,tt4846340,Hidden Figures,127.0,"Biography,Drama,History",7.8,171131.0,2016-12-10,Fox,169600000.0,66300000
16335,tt4849438,Baahubali 2: The Conclusion,167.0,"Action,Drama",8.3,65656.0,2017-04-27,GrtIndia,20200000.0,234000000
16379,tt4877122,The Emoji Movie,86.0,"Adventure,Animation,Comedy",3.2,47294.0,2017-07-23,Sony,86100000.0,131699999
16386,tt4881806,Jurassic World: Fallen Kingdom,128.0,"Action,Adventure,Sci-Fi",6.2,219125.0,2018-06-22,Uni.,417700000.0,891800000
16427,tt4912910,Mission: Impossible - Fallout,147.0,"Action,Adventure,Thriller",7.8,233877.0,2018-07-27,Par.,220200000.0,571000000
16437,tt4925292,Lady Bird,94.0,"Comedy,Drama",7.4,177677.0,2017-11-03,A24,49000000.0,30000000
16505,tt4971344,The Sisters Brothers,122.0,"Adventure,Comedy,Crime",7.0,32135.0,2018-09-21,Annapurna,3100000.0,10000000
16527,tt4977530,Viceroy's House,106.0,"Biography,Drama,History",6.7,5546.0,2017-09-01,IFC,1100000.0,6700000
16532,tt4981636,Middle School: The Worst Years of My Life,92.0,"Comedy,Family",6.1,6413.0,2016-10-07,LGF,20000000.0,3300000
16566,tt5001718,"Everything, Everything",96.0,"Drama,Romance",6.4,26811.0,2017-05-19,WB,34100000.0,27500000
16573,tt5013056,Dunkirk,106.0,"Action,Drama,History",7.9,466580.0,2017-07-19,WB,188000000.0,337200000
16592,tt5027774,"Three Billboards Outside Ebbing, Missouri",115.0,"Crime,Drama",8.2,344047.0,2017-11-10,FoxS,54500000.0,104700000
16594,tt5028340,Mary Poppins Returns,130.0,"Comedy,Family,Fantasy",6.9,52103.0,2018-12-19,BV,172000000.0,177600000
16628,tt5052448,Get Out,104.0,"Horror,Mystery,Thriller",7.7,400474.0,2010-02-01,Uni.,176000000.0,79400000
